trial_code;hospital_id
NCT04208178;896b79b0
NCT04208178;067a45a1
NCT04208178;bfd0de7c
NCT04208178;3b7cd5f1
NCT04208178;d72d2b62
NCT04208178;5070000
NCT04208178;c8571370
NCT04208178;0616d64d
NCT04494958;dc60f355
NCT04494958;9769aaec
NCT04494958;3b431668
NCT04494958;56bc38d1
NCT04550260;88a88aa3
NCT04550260;f5bc53ec
NCT04550260;9fa51bc2
NCT04550260;2a8cd2c3
NCT04550260;967336d3
NCT04550260;5996176c
NCT04550260;bf3cf164
NCT04550260;6412fec4
NCT04564027;1f59b99b
NCT04564027;0ca41679
NCT04564027;d8ca01fe
NCT04624204;bd7ccc4d
NCT04624204;57518140
NCT04624204;8d0a92b9
NCT04624204;f16e000e
NCT04624204;213a2a01
NCT04624204;14299d2c
NCT03256981;1c0e92f4
NCT03256981;2f22ffa4
NCT04127110;57298d6d
NCT04127110;5b4be63a
NCT04127110;6b0405cb
NCT04127110;6b3c8190
NCT04127110;d0b9b1f1
NCT04127110;b007895f
NCT04127110;1ea8f6e5
NCT04127110;3756181d
NCT04127110;e7f76e74
NCT04362072;d9e3509d
NCT04362072;6c4433b1
NCT04362072;36b9beb1
NCT04362072;67265193
NCT04362072;130bd358
NCT04362072;f7e1015b
NCT04362072;817737a5
NCT04362072;3333578d
NCT04362072;6c4513fa
NCT04032847;7167cf0c
NCT04261439;48c32165
NCT04261439;ceaf5cc4
NCT04351555;fa3a8498
NCT04351555;642567cc
NCT04351555;2ae1848d
NCT04351555;d0c14027
NCT04351555;5f342291
NCT04610528;212819cb
NCT04610528;255d0d07
NCT04610528;05b81283
NCT04610528;fcac0760
NCT04610528;e4ec5fcf
NCT04622319;958b05f3
NCT04622319;1475e788
NCT04622319;d7253f17
NCT04622319;7cdbdb9b
NCT04622319;7e139329
NCT04622319;e5ba8bf4
NCT04622319;d298c8c9
NCT04622319;ea2100df
NCT04622319;8249c8ef
NCT04622319;fa7eb42b
NCT04622319;1aab413b
NCT04622319;e62180ff
NCT04622319;83c6f8b8
NCT04622319;b5a06c86
NCT04622319;601ca0f8
NCT04622319;2c64e9ae
NCT04622319;643abfe9
NCT04622319;514a4466
NCT04622319;6566add5
NCT04622319;812e3eaa
NCT04622319;ad6b5e7c
NCT04622319;4683157f
NCT04622319;d0cecb94
NCT04622319;b3264797
NCT04622319;a2fdc187
NCT04622319;b3c24f92
NCT04622319;246c6318
NCT04622319;cdb7d342
NCT04622319;f7e1015b
NCT04622319;f7189efe
NCT04622319;e939cbe0
NCT04622319;b457a0be
NCT04622319;02ff669a
NCT04622319;f7b7dd51
NCT04622319;c64b00d0
NCT04626479;3381704a
NCT04626479;3220a66f
NCT04687761;8cbaa008
NCT04165083;0db595ab
NCT04465487;4ef54e17
NCT04465487;ed313f1e
NCT04465487;00d40fd9
NCT04465487;08c60077
NCT04465487;3,21E+06
NCT04546009;35ce31a9
NCT04546009;29b6927a
NCT04546009;6f48436f
NCT04546009;945069b3
NCT04546009;dcfbcf3f
NCT04546009;b4502765
NCT04546009;bb8120d5
NCT04546009;04a2e087
NCT04546009;e43561c9
NCT04546009;dfef8fbd
NCT04546009;abe8323e
NCT04546009;72d991a5
NCT04546009;ac332194
NCT04546009;c0b9ec69
NCT04564157;dcbd7804
NCT04564157;50921430
NCT04564157;c65d1fe6
NCT04564157;8c361c2b
NCT04564157;130bd358
NCT04564157;3c4daa8c
NCT04564157;87ec4e6b
NCT04564157;24e9c06a
NCT04564157;3b431668
NCT04564157;74348948
NCT04564157;0f2696e8
NCT04564157;4251af0a
NCT04512430;fa7eb42b
NCT04512430;1ea8f6e5
NCT04512430;a16e7837
NCT04512430;87f00a7d
NCT04512430;4493633d
NCT04512430;39e44f74
NCT04512430;f156d1ac
NCT04512430;fe4d9781
NCT04512430;088ded43
NCT04512430;b3c24f92
NCT04512430;e6995819
NCT04512430;4c892463
NCT04512430;37c5c0e0
NCT04512430;f85bac6a
NCT04512430;791683bd
NCT04512430;8c47971c
NCT03377361;a24ff1bc
NCT03377361;72c64c51
NCT03377361;1f59b99b
NCT03377361;5996176c
NCT03377361;5585f0ae
NCT03377361;6da16a80
NCT03377361;4b057f58
NCT04184050;b007895f
NCT04184050;17e04a70
NCT04184050;f5bc53ec
NCT04538742;916ce9d3
NCT04538742;4683157f
NCT04538742;a0594cf5
NCT04538742;cbc5d3c9
NCT04538742;a24ff1bc
NCT04586426;54107721
NCT04586426;999f7d12
NCT04603001;e1574622
NCT04607421;6b72295e
NCT04607421;d4a1f4e8
NCT04607421;34dd0232
NCT04607421;596b7532
NCT04607421;311dbdb7
NCT04607421;9058a100
NCT04607421;d298c8c9
NCT04607421;f9fffacb
NCT04607421;be79e106
NCT04607421;8c5dad82
NCT04607421;ff9661b6
NCT04607421;46538524
NCT04626518;a16e7837
NCT04626518;4b1d009f
NCT04628494;3220a66f
NCT04628494;3756181d
NCT04628494;9a5b41c0
NCT04628494;cc9b511d
NCT04628494;8b76dd05
NCT04640623;ec9e0293
NCT04711252;94df9d63
NCT04711252;49a4d600
NCT04711252;eb7ceb9b
NCT04711252;1,01E+09
NCT04711252;9635d3db
NCT04711252;00d40fd9
NCT04711252;a0b5398c
NCT04711252;2f22ffa4
NCT04711252;7aa25d06
NCT04711252;be8539a9
NCT04725474;6b0405cb
NCT04725474;23a11ca6
NCT04725474;9596dcb5
NCT04725474;feeed2f3
NCT04740424;97fd4c03
NCT04740424;e08dd841
NCT04740424;91b2055b
NCT04740424;4e1aeb0c
NCT04740424;925b800e
NCT04487756;4624b562
NCT04487756;e6995819
NCT04487756;d06b2bf9
NCT04613596;f9457103
NCT04613596;9f9b9ca9
NCT04613596;1,01E+09
NCT04613596;6566add5
NCT04613596;e8d3345e
NCT04613596;00166de9
NCT04613596;50921430
NCT04613596;d470053d
NCT04613596;fc5bf8a1
NCT04613596;890abb32
NCT04613596;bf3cf164
NCT04613596;92196507
NCT04613596;8f877628
NCT04613596;29b6927a
NCT04613596;cfc8c788
NCT03400332;642567cc
NCT03400332;9a8a0cc5
NCT03400332;3378af33
NCT03400332;a0b5398c
NCT03400332;999f7d12
NCT03400332;3381704a
NCT03678883;6442ea27
NCT03678883;a5a61bae
NCT03692065;60708dde
NCT04237649;c0c9ea0f
NCT04240704;0d0aa84f
NCT04384484;56a85634
NCT04384484;9998be1c
NCT04384484;bd49eaeb
NCT04384484;4ea3e576
NCT04390763;5c31aa5b
NCT04390763;65d53108
NCT04390763;c9f1cf47
NCT04408638;a7255b7b
NCT04408638;f7189efe
NCT04472429;02e5baa2
NCT04472429;514a4466
NCT04472429;e62180ff
NCT04472429;2e22effc
NCT04472429;e805bf05
NCT04472429;a0d6ebe1
NCT04486378;6142e1d6
NCT04486378;2ae1848d
NCT04486378;337a187e
NCT04486378;3a04daad
NCT04486378;60a68575
NCT04486378;1,01E+09
NCT04486378;dc60f355
NCT04486378;ebecda7f
NCT04486378;ec87043b
NCT04486378;622b5a38
NCT04486378;0915a01c
NCT04486378;5c31aa5b
NCT04486378;a5a61bae
NCT04486378;a0594cf5
NCT04486378;2996fcf3
NCT04486378;feeed2f3
NCT04526691;3d11e406
NCT04526691;58ad997a
NCT04526691;e62180ff
NCT04526691;34707c1c
NCT04526691;4f441db3
NCT04551053;cf2be4f6
NCT04551053;7db3f394
NCT04551053;395fe7c6
NCT04551053;d64b7302
NCT04551053;395fe7c6
NCT04551066;db38d73e
NCT04551066;2c1324ac
NCT04551066;ceaf5cc4
NCT04551066;81e3cc2a
NCT04551066;ef212813
NCT04630756;0cfffe01
NCT04644068;81f4445e
NCT04644068;ac317423
NCT04644068;0f2696e8
NCT04660344;3f0adfbc
NCT04660344;90ddf73c
NCT04660344;fd7c6e16
NCT04660344;1c0e92f4
NCT04660344;ebca53fb
NCT04660344;e57c3243
NCT04660344;72c64c51
NCT04660344;d72d2b62
NCT04660344;e3ed6ec2
NCT04660344;4e949b55
NCT04702880;46538524
NCT04702880;3576f4e4
NCT04702880;94750d08
NCT04717414;3b7cd5f1
NCT04717414;6b3c8190
NCT04721015;bd7ccc4d
NCT04721015;502b5751
NCT04721015;d53ee9ad
NCT04721015;c8bb9f11
NCT04721015;3756181d
NCT04736199;5585f0ae
NCT04736199;c8101d54
NCT04740918;b2463ab2
NCT04740918;42ec3f59
NCT04740918;93d316e8
NCT04740918;130bd358
NCT04740918;473e358f
NCT04759248;451b4762
NCT04759248;701b34fc
NCT04759248;e951ad2c
NCT04759248;3b431668
NCT04759248;b312ddca
NCT04759248;acc14470
NCT04759248;254dedca
NCT04759248;cc18dc2c
NCT04759248;da562081
NCT04759248;f85bac6a
NCT04759248;7bd2cdbd
NCT04759248;7,48E+26
NCT04759248;f20b0e6d
NCT04759248;aa8550de
NCT04790903;300b6042
NCT04790903;0b8d0981
NCT04790903;c7ad8937
NCT04802759;77ad3f7a
NCT04802759;27a8b01f
NCT04802759;ed8989ad
NCT04802759;aecb0036
NCT04824794;e6995819
NCT04826003;e5e750d3
NCT04826003;fa6a26b8
NCT04826003;5fc847f5
NCT04826003;f8a1db2b
NCT04826003;3c6cecd5
NCT04826003;d64b7302
NCT04826003;6412fec4
NCT04832854;4683157f
NCT04832854;efc3101d
NCT04832854;1a37096c
NCT04655976;51d7f96c
NCT04655976;ac317423
NCT04655976;27a8b01f
NCT04655976;c550c902
NCT04655976;6cdceeae
NCT04655976;9ca6f08f
NCT04623775;6f6c33b9
NCT04623775;30a3c5c6
NCT04623775;34d46786
NCT04623775;0c91ec66
NCT04623775;bd7ccc4d
NCT04623775;e50751f1
NCT03861793;0fa243c2
NCT04042701;5fca91e3
NCT04042701;f156d1ac
NCT04042701;df860cf2
NCT04685135;fd8b4a42
NCT04685135;56c0769f
NCT04685135;8564d61b
NCT04685135;6442ea27
NCT04685135;cad1f698
NCT04685135;622b5a38
NCT04685135;3c6cecd5
NCT04685135;ea2100df
NCT04685135;0cfffe01
NCT04685135;cf8e7bfa
NCT04685135;0ffea59e
NCT04685135;cd909984
NCT04685135;1e42835c
NCT04685135;3e21c175
NCT04685135;ec38c1d2
NCT04685135;0ffea59e
NCT04685135;868d5c79
NCT04685135;5f2da6d6
NCT04685135;5b454c2a
NCT04685135;50921430
NCT04685135;e939cbe0
NCT04685135;5f52659f
NCT04685135;583b971f
NCT04746924;9fa51bc2
NCT04746924;a471a342
NCT04746924;24e9c06a
NCT04746924;05b81283
NCT04746924;2f468dc2
NCT04746924;502b5751
NCT04746924;e3504906
NCT04746924;4980c7c7
NCT04746924;fd09a711
NCT04746924;a7c8be5f
NCT04746924;5c31aa5b
NCT04746924;3220a66f
NCT04746924;b0c7b01c
NCT04746924;4b60e6aa
NCT04746924;898635d8
NCT04746924;76bec950
NCT04746924;7c113942
NCT04746924;96b46ae3
NCT04802876;c36bf3eb
NCT04802876;afd91a07
NCT04802876;b20e1260
NCT04802876;088ded43
NCT04710628;56bc38d1
NCT04710628;fe5ecf11
NCT04710628;b27583b2
NCT04710628;8aae9e43
NCT04710628;7f3aaf8a
NCT03334617;5f52659f
NCT03334617;2a509a8d
NCT03334617;8ced6b02
NCT03334617;b992bdda
NCT03891953;8cbaa008
NCT03918278;a0594cf5
NCT04083599;1c8b2855
NCT04083599;45b07f9d
NCT04083599;ac10bc7e
NCT04083599;6b0405cb
NCT04083599;0ca41679
NCT04083599;f783e93a
NCT04083599;97fd4c03
NCT04243499;fcac0760
NCT04243499;4b60e6aa
NCT04404283;5b4be63a
NCT04404283;898635d8
NCT04404283;792cd886
NCT04404283;d6d215ff
NCT04404283;9fbbd5f0
NCT04404283;dc8ce339
NCT04431258;34707c1c
NCT04431258;7353e0af
NCT04431258;395fe7c6
NCT04431258;13244f13
NCT04431258;b7e78588
NCT04431258;3378af33
NCT04431258;7bd2cdbd
NCT04455620;abe8323e
NCT04455620;b963ade6
NCT04498117;b3b0f678
NCT04498117;4b27d497
NCT04498117;4683157f
NCT04498117;43d15f87
NCT04498117;db1b90e0
NCT04498117;3c6cecd5
NCT04498117;cd909984
NCT04498117;67265193
NCT04498117;b07b3fb8
NCT04521686;d76acae1
NCT04521686;5e59b42f
NCT04526899;362247af
NCT04526899;130bd358
NCT04526899;6d6046e1
NCT04526899;311dbdb7
NCT04526899;b2ec2e3c
NCT04526899;f995360e
NCT04526899;6d6684fd
NCT04526899;925b800e
NCT04526899;7e139329
NCT04526899;0c91ec66
NCT04554914;cbc5d3c9
NCT04561362;ea4e499f
NCT04561362;87f00a7d
NCT04561362;a73ce420
NCT04567615;5ddbae43
NCT04567615;ea2100df
NCT04567615;17fbb7f8
NCT04576156;6be0950f
NCT04586231;29e4de37
NCT04586231;4fba55f6
NCT04586231;2c64e9ae
NCT04586231;98785999
NCT04586231;6f765624
NCT04601857;6b0405cb
NCT04601857;4ff8a319
NCT04601857;6f48436f
NCT04601857;82612a7e
NCT04601857;8b5c831f
NCT04601857;a5a61bae
NCT04601857;35ce31a9
NCT04603183;67265193
NCT04603183;c64b00d0
NCT04603183;0303f28f
NCT04603183;958b05f3
NCT04603183;5e59b42f
NCT04603183;ea2100df
NCT04603183;7353e0af
NCT04603183;f314817a
NCT04603183;c9f1cf47
NCT04603183;4493633d
NCT04603183;1cce4f3a
NCT04603183;e637e1c9
NCT04603183;568e534d
NCT04603183;61290c6c
NCT04623216;0f2696e8
NCT04629443;97aeda2c
NCT04647487;09aa2c72
NCT04647487;75b21c32
NCT04660812;5b0803dd
NCT04660812;69877eaf
NCT04660812;8c80263a
NCT04660812;bd7ccc4d
NCT04660812;a7c8be5f
NCT04660812;39e44f74
NCT04660812;d4252b8c
NCT04662255;d6807773
NCT04662255;d073b74c
NCT04662255;255d0d07
NCT04662255;e14d7e39
NCT04662255;dbbfd823
NCT04662255;e951ad2c
NCT04663347;0d0aa84f
NCT04663347;48c32165
NCT04663347;aa1033a1
NCT04669067;55ff5670
NCT04669067;bd4ed6f6
NCT04699188;a0d6ebe1
NCT04699188;69877eaf
NCT04700124;b4e6fc50
NCT04700124;47c37117
NCT04700124;81218a00
NCT04700124;5a27c0e5
NCT04700124;cad1f698
NCT04700124;39e44f74
NCT04700124;6cdceeae
NCT04700124;9a88825d
NCT04700124;f7189efe
NCT04720157;e43561c9
NCT04720157;69481414
NCT04720157;1c54b93b
NCT04720157;219bd912
NCT04720157;17fbb7f8
NCT04720157;070437ea
NCT04720157;9a88825d
NCT04728893;e951ad2c
NCT04728893;246c6318
NCT04739761;62f4d39d
NCT04739761;6ff161ac
NCT04739761;b44f8662
NCT04739761;c26bf648
NCT04739761;7,48E+26
NCT04739761;21277108
NCT04739761;d4252b8c
NCT04739761;3c5efef0
NCT04739761;2a36cb24
NCT04742101;aa8550de
NCT04742101;a6a2623b
NCT04770896;6566add5
NCT04770896;d7eb4d6b
NCT04770896;ac5fcb60
NCT04770896;60a68575
NCT04770896;d0cecb94
NCT04770896;d53ee9ad
NCT04778579;5f342291
NCT04778579;a6a2623b
NCT04778579;3378af33
NCT04778579;57518140
NCT04784715;e05d7fdb
NCT04784715;673cd649
NCT04784715;0f6a5ff3
NCT04784715;0a6ef5f1
NCT04784715;4493633d
NCT04785820;255d0d07
NCT04785820;7f84763a
NCT04785820;56bc38d1
NCT04785820;1a37096c
NCT04807972;038dff84
NCT04807972;11e8049a
NCT04807972;62f4d39d
NCT04810611;da594032
NCT04811560;48c32165
NCT04811560;d467b576
NCT04811560;f9457103
NCT04824092;8f5a6389
NCT04824092;46253146
NCT04824092;7be0aaf1
NCT04824092;529eea97
NCT04824092;f5458f8a
NCT04824092;0c6ae44e
NCT04824092;a16e7837
NCT04824092;06fbe734
NCT04833114;db9438cf
NCT04833114;8f5a6389
NCT04833114;ce9c5a63
NCT04833114;60a68575
NCT04835584;d76acae1
NCT04835584;81e3cc2a
NCT04835584;d470053d
NCT04855929;154b8c6d
NCT04855929;04a2e087
NCT04857138;311dbdb7
NCT04857138;27a8b01f
NCT04857138;a8dff199
NCT04857138;070437ea
NCT04873362;28b85387
NCT04873362;fc5bf8a1
NCT04873362;2f8ebdfe
NCT04873362;4980c7c7
NCT04873362;ea4e499f
NCT04873362;fe4d9781
NCT04873362;e1cf361d
NCT04873362;0d91de58
NCT04873362;6581301d
NCT04873362;3c5efef0
NCT04873362;b457a0be
NCT04873362;cd909984
NCT04873362;3333578d
NCT04873362;f156d1ac
NCT04873362;ec41ad21
NCT04873362;038dff84
NCT04873362;1fc656ee
NCT04873362;578db9da
NCT04873362;94fb08e9
NCT04819100;aa8550de
NCT04819100;e05d7fdb
NCT04819100;5b0803dd
NCT04819100;df39045d
NCT04819100;f9457103
NCT04819100;82612a7e
NCT04819100;5f52659f
NCT04819100;c8bb9f11
NCT04819100;8376d9b5
NCT04819100;f9457103
NCT04819100;f314817a
NCT04819100;fd68e1d5
NCT04819100;e14d7e39
NCT04819100;95b53331
NCT04819100;8ab4f71c
NCT04772235;9058a100
NCT04772235;c9f1cf47
NCT04772235;601ca0f8
NCT04772235;5abd0031
NCT04603807;bd7ccc4d
NCT04603807;ea9cf81a
NCT04603807;69ed45ae
NCT04603807;b20e1260
NCT04603807;b3511875
NCT04924101;38168bc1
NCT04924101;9100ff89
NCT04924101;82ddf5d4
NCT04990479;2a36cb24
NCT04990479;52a4292c
NCT04990479;289b9548
NCT04990479;0c91ec66
NCT04765059;8e310d43
NCT04765059;9635d3db
NCT04765059;af8a240e
NCT04765059;43d15f87
NCT04765059;30b7cafc
NCT04870112;f538835f
NCT04870112;e805bf05
NCT04870112;96031a3b
NCT04870112;a7c8be5f
NCT04620330;1b13a4f4
NCT04620330;1b45d14d
NCT02312960;d57d0a12
NCT02312960;57518140
NCT02889874;5f342291
NCT02889874;473e358f
NCT02889874;aeb034cc
NCT02889874;91b2055b
NCT02908906;34707c1c
NCT03319628;7aa25d06
NCT03319628;a4e848e0
NCT03449381;bd7ccc4d
NCT03449381;ff90eca3
NCT03449381;1e58eead
NCT03449381;da44b86c
NCT03520075;d107cdc0
NCT03520075;e83a7f8b
NCT03520075;369368c8
NCT03520075;b44f8662
NCT03520075;cf8e7bfa
NCT03748186;e1574622
NCT03748186;549a4eca
NCT03748186;3b431668
NCT03748186;369368c8
NCT03783403;255d0d07
NCT03783403;b62a30ee
NCT03839771;65882b3e
NCT03839771;ef3533d5
NCT03839771;4e949b55
NCT03839771;3576f4e4
NCT03839771;abe8323e
NCT03839771;33eab43b
NCT03850795;a5a61bae
NCT03850795;868d5c79
NCT03850795;f34236d8
NCT03946670;43d15f87
NCT03994601;384dc925
NCT04067336;9635d3db
NCT04067336;aa1033a1
NCT04104776;601ca0f8
NCT04398524;473e358f
NCT04398524;8f49028a
NCT04398524;7c113942
NCT04398524;e50751f1
NCT04404660;7cdbdb9b
NCT04499339;1821989c
NCT04526106;2996fcf3
NCT04526106;601ca0f8
NCT04526106;47c37117
NCT04526106;9769aaec
NCT04526106;d7eb4d6b
NCT04527991;f156d1ac
NCT04527991;7167cf0c
NCT04534205;92dbc797
NCT04534205;c500c666
NCT04534205;8249c8ef
NCT04534205;d25c72da
NCT04534205;0ca41679
NCT04534205;4a6d2ec4
NCT04534205;5f342291
NCT04534205;701b34fc
NCT04534205;6c4513fa
NCT04534205;0fa243c2
NCT04534205;37c5c0e0
NCT04569032;e50751f1
NCT04569032;ef3533d5
NCT04569032;c0aaac41
NCT04579679;1e58eead
NCT04579679;733ac4c8
NCT04579679;b99a90fc
NCT04579679;673cd649
NCT04579679;18a33811
NCT04580485;3b431668
NCT04580485;d5c28438
NCT04580485;7a4bd446
NCT04580485;b3264797
NCT04580485;f20b0e6d
NCT04595266;451b4762
NCT04595266;5416769d
NCT04595266;a9612d10
NCT04595266;2715096b
NCT04595266;d134dcb9
NCT04595266;20d3af65
NCT04595266;b0128a3d
NCT04597125;60708dde
NCT04597125;3e912a4f
NCT04597125;1c0e92f4
NCT04597125;c0b9ec69
NCT04597125;d0b9b1f1
NCT04597125;3a04daad
NCT04597125;c9f1cf47
NCT04597125;8a4b9749
NCT04597125;4f816490
NCT04597125;9d4b6031
NCT04597125;ec38c1d2
NCT04603495;4161d837
NCT04603495;77808a26
NCT04665921;1fc656ee
NCT04666038;733ac4c8
NCT04666038;d5653f49
NCT04666038;a73ce420
NCT04669171;e4b0221a
NCT04669171;611b0b19
NCT04669171;fff913b7
NCT04675294;87ec4e6b
NCT04675294;fd7c6e16
NCT04675294;acda8877
NCT04675294;4161d837
NCT04675294;a16e7837
NCT04675333;a159daa2
NCT04675333;4047950a
NCT04675333;e3ed6ec2
NCT04675333;da562081
NCT04675333;a4e848e0
NCT04675333;583b971f
NCT04680052;d1cb6010
NCT04680052;6482e42e
NCT04680052;69877eaf
NCT04680052;54f0b6d5
NCT04680052;87bcb322
NCT04680052;8c80263a
NCT04680052;7bc97667
NCT04680052;abce87a5
NCT04680052;bd7ccc4d
NCT04680052;d6807773
NCT04697628;11e8049a
NCT04697628;0fa243c2
NCT04697628;1a84ddf7
NCT04697628;c36bf3eb
NCT04697628;c500c666
NCT04697628;7d54d0bc
NCT04697628;ef72dfdb
NCT04697628;82612a7e
NCT04733118;35210d01
NCT04733118;070437ea
NCT04733118;8376d9b5
NCT04733118;a7099531
NCT04733118;f7ebfdaf
NCT04733118;5740a294
NCT04733118;502b5751
NCT04733118;f156d1ac
NCT04733118;c36bf3eb
NCT04733118;596b7532
NCT04733118;f3c6ab23
NCT04733118;cc18dc2c
NCT04733118;da670bc0
NCT04733118;02ff669a
NCT04733118;e637e1c9
NCT04733118;65a5dbaf
NCT04733118;9dc827d6
NCT04733118;52260c64
NCT04736706;47c37117
NCT04736706;82785275
NCT04736706;0616d64d
NCT04736706;db0afeac
NCT04736706;2962024e
NCT04736706;0f6a5ff3
NCT04745832;5ce954e5
NCT04745832;ef72dfdb
NCT04745832;4f6cbc91
NCT04759846;9f25f583
NCT04759846;222a994d
NCT04797780;11e8049a
NCT04797780;5e90746e
NCT04797780;4e1aeb0c
NCT04797780;83c6f8b8
NCT04817007;2b15bf07
NCT04817007;17e04a70
NCT04821622;82bfc550
NCT04821622;0f2696e8
NCT04821622;9769aaec
NCT04821622;7be0aaf1
NCT04821622;98364377
NCT04821622;c06af0d1
NCT04821622;753c8227
NCT04821622;d0b9b1f1
NCT04821622;c1328d64
NCT04821622;7814c45e
NCT04821622;c0b9ec69
NCT04821622;fd09a711
NCT04821622;f5bc53ec
NCT04821622;bcb2a6aa
NCT04827953;83c6f8b8
NCT04827953;23f66672
NCT04827953;583b971f
NCT04857372;5b454c2a
NCT04860466;4e1aeb0c
NCT04860466;0fa243c2
NCT04860466;c01adebb
NCT04866654;b3d800df
NCT04866654;3d11e406
NCT04866654;bf3cf164
NCT04866654;aa8550de
NCT04869943;9ac9baa2
NCT04869943;18a33811
NCT04869943;82ddf5d4
NCT04884035;8d96c04e
NCT04884035;8ab4f71c
NCT04895358;07bac343
NCT04895358;6ff161ac
NCT04895358;87ec4e6b
NCT04895709;07bac343
NCT04895709;f20b0e6d
NCT04895709;4b057f58
NCT04895709;61290c6c
NCT04895709;c64b00d0
NCT04895722;36b9beb1
NCT04895722;b5a06c86
NCT04895722;fff913b7
NCT04895722;f538835f
NCT04895722;be79e106
NCT04898634;07df644c
NCT04898634;34707c1c
NCT04898634;4980c7c7
NCT04903197;29e4de37
NCT04908956;f5bc53ec
NCT04908956;56c0769f
NCT04913220;8d96c04e
NCT04913220;d6807773
NCT04913220;cd909984
NCT04913220;bce223b0
NCT04915755;945069b3
NCT04915755;e14d7e39
NCT04915755;e102ffe8
NCT04915755;e6995819
NCT04915755;b797a431
NCT04915755;abce87a5
NCT04915755;d64b7302
NCT04915755;08c60077
NCT04915755;a6216e90
NCT04915755;46253146
NCT04915755;4251af0a
NCT04915755;2ae1848d
NCT04915755;1475e788
NCT04915755;07df644c
NCT04919512;4683157f
NCT04919512;c1328d64
NCT04923893;f7189efe
NCT04923893;0ca41679
NCT04923893;232d59e6
NCT04923893;4b057f58
NCT04923893;6f6c33b9
NCT04923893;284feb79
NCT04923893;6fcaaf8c
NCT04924075;07536efc
NCT04924075;48c32165
NCT04924075;255d0d07
NCT04924608;60708dde
NCT04929223;e8876121
NCT04929223;7622794d
NCT04931342;df860cf2
NCT04931342;300b6042
NCT04931342;77ad3f7a
NCT04931342;e7b4b769
NCT04931654;5f52659f
NCT04931654;8c80263a
NCT04931654;69712193
NCT04938817;cc9b511d
NCT04938817;54107721
NCT04949256;2b15bf07
NCT04949256;db38d73e
NCT04949256;ad59d38a
NCT04949256;abce87a5
NCT04949256;04a2e087
NCT04949425;9a8a0cc5
NCT04949425;f5458f8a
NCT04951778;3381704a
NCT04951778;7aa25d06
NCT04956692;549a4eca
NCT04956692;c7ad8937
NCT04956692;c587566f
NCT04956692;362247af
NCT04958239;230e274b
NCT04958239;a1262846
NCT04958239;b3d800df
NCT04960709;4aa43d0a
NCT04960709;12abb9e7
NCT04960709;8c5dad82
NCT04960709;c81a5ec0
NCT04960709;1b2ce633
NCT04960709;3220a66f
NCT04960709;1aab413b
NCT04960709;f9fffacb
NCT04960709;60bccda4
NCT04960709;ebc50757
NCT04961996;6fcaaf8c
NCT04961996;77ad3f7a
NCT04961996;8249c8ef
NCT04961996;74348948
NCT04961996;089d41ad
NCT04961996;ef212813
NCT04961996;0d91de58
NCT04961996;395fe7c6
NCT04961996;6b72295e
NCT04961996;4a6fa0dd
NCT04961996;c9f1cf47
NCT04961996;5416769d
NCT04961996;5fc847f5
NCT04961996;9998be1c
NCT04961996;8ab4f71c
NCT04961996;b99a90fc
NCT04961996;dc57f9ef
NCT04961996;f5458f8a
NCT04961996;254dedca
NCT04961996;69877eaf
NCT04961996;df82ff55
NCT04961996;05022ca2
NCT04961996;82bfc550
NCT04961996;98785999
NCT04961996;4ef54e17
NCT04961996;d9e3509d
NCT04961996;4f1fc8a9
NCT04961996;4f441db3
NCT04961996;1cba5473
NCT04961996;fef0b169
NCT04961996;a55497bb
NCT04961996;a0594cf5
NCT04961996;db1b90e0
NCT04961996;8249c8ef
NCT04961996;36b78517
NCT04961996;e6995819
NCT04961996;d76acae1
NCT04961996;7,48E+26
NCT04961996;5b0803dd
NCT04961996;2a8f215e
NCT04961996;df39045d
NCT04964934;4a6fa0dd
NCT04964934;d72d2b62
NCT04964934;7ded2961
NCT04964934;a1262846
NCT04964934;69481414
NCT04964934;b07b3fb8
NCT04964934;6b3c8190
NCT04971226;d467b576
NCT04971226;46253146
NCT04975308;5e528ef3
NCT04975308;82612a7e
NCT04975308;2a509a8d
NCT04975308;69877eaf
NCT04975308;3f013d7d
NCT04975308;374c15b9
NCT04975308;269c52bb
NCT04975308;5a2a3c36
NCT04975308;a4d62f85
NCT04975399;8aae9e43
NCT04975399;8664fbe3
NCT04975399;e7f76e74
NCT04976634;c06af0d1
NCT04976634;5e90746e
NCT04980222;05b81283
NCT04988295;e50751f1
NCT04988295;9,56E+12
NCT04988295;be8539a9
NCT04988295;0303f28f
NCT04988295;1e4aa925
NCT04988295;c81a5ec0
NCT04988295;dc71ace5
NCT04988295;9d113d42
NCT04988295;487bd472
NCT04988295;8e310d43
NCT04988295;194f8ead
NCT04988295;dd8ce86e
NCT04988295;0db595ab
NCT04988295;9635d3db
NCT04988295;dfa51b65
NCT04988295;615fa579
NCT04988295;30083f3d
NCT04991740;289b9548
NCT04991740;d7eb4d6b
NCT04995523;529eea97
NCT04995523;ff975ef8
NCT04995523;b3511875
NCT04995523;6d6046e1
NCT05005429;868d5c79
NCT05005429;ef3533d5
NCT05005429;3220a66f
NCT05005429;14299d2c
NCT05005429;92d97172
NCT05005429;7bc97667
NCT05005429;7a871c63
NCT05005429;f7e1015b
NCT05005429;52260c64
NCT05005429;71b3386f
NCT05005429;f45fad8d
NCT05005429;e43561c9
NCT05007106;2a36cb24
NCT05007106;9058a100
